Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,dropout_probability,risk_level,risk_emoji,counseling_urgency
1,1,6,9147,1,1,143.0,1,38,37,9,9,128.7,1,0,0,1,1,0,23,0,0,5,6.14742936333117,4.310412839216188,14.294710230277449,0,0,5,4.670278544026327,5.151011413928247,13.644995654923905,0,11.1,0.6,2.02,Enrolled,0.08,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,43,2,9119,1,1,115.0,1,38,19,9,6,112.2,1,0,1,1,1,0,18,0,0,5,9.320415534095522,2.013280001798174,9.669679710966557,0,0,5,8.959803806838362,0.02951467176354045,0.4746488268102702,0,15.5,2.8,-4.06,Enrolled,1.0,High Risk,🔴,Immediate counseling session required!
1,15,1,9119,1,1,130.0,26,38,3,9,2,137.0,1,0,0,1,1,0,19,1,0,5,9.097810271665075,5.221234972531171,13.644486041893948,0,0,5,10.508754765292332,3.0079154661504606,13.060579257751206,0,13.9,-0.3,0.79,Enrolled,0.75,High Risk,🔴,Immediate counseling session required!
1,1,1,9085,1,1,135.0,1,1,2,9,1,134.3,1,0,0,1,0,0,19,0,0,5,7.1540449763267535,5.1276479571219875,14.138305030173237,2,0,5,6.906541246148034,5.5623109324489555,13.728612094504259,0,12.7,3.7,-1.7,Enrolled,0.05,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,17,2,9853,1,1,133.1,1,19,1,9,3,107.0,1,0,0,1,0,0,20,0,0,7,12.092241565289806,5.656923953012468,12.112511173189043,0,0,7,9.479393816945631,2.6467387154542745,12.928900468222679,0,16.2,0.3,-0.92,Enrolled,0.58,Medium Risk,🟡,Schedule check-in within 2 weeks.
1,17,2,9147,1,1,123.0,1,1,38,4,7,115.3,1,0,0,1,0,1,18,0,0,5,8.875963567041554,3.481455072761245,13.071014880168073,0,0,5,10.881028034536603,3.240341736060407,10.958762076636114,0,8.9,1.4,3.51,Enrolled,0.7,High Risk,🔴,Immediate counseling session required!
1,43,1,9500,1,1,130.0,1,38,38,9,5,100.0,0,0,0,1,0,0,20,0,0,7,10.82170290083518,6.382614813703932,11.309531124688727,0,0,7,6.95862788522352,6.71177050126621,12.6881674404559,0,13.9,-0.3,0.79,Enrolled,0.05,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,17,1,9238,1,1,154.0,1,19,37,9,7,140.4,1,0,0,1,0,1,20,0,0,6,12.317954159632983,1.7117091386363361,9.786102039966385,0,0,6,12.332038755021834,3.8157514790062965,10.581935888167658,0,7.6,2.6,0.32,Enrolled,0.68,High Risk,🔴,Immediate counseling session required!
1,17,1,9147,1,1,120.0,1,19,19,3,3,113.4,0,0,0,1,0,0,20,0,0,5,10.964357264435858,3.1883809638156335,10.520906823182182,0,0,5,9.952544597004607,3.2653932326097306,11.0523133805483,0,12.4,0.5,1.79,Enrolled,0.89,High Risk,🔴,Immediate counseling session required!
1,1,1,9853,1,1,146.0,1,19,38,9,3,145.3,1,0,0,1,0,1,18,0,0,6,7.966664419452761,5.157780918424198,12.751845991043924,0,0,6,6.874875231907183,4.635310875047127,13.628327940235637,0,9.4,-0.8,-3.12,Enrolled,0.14,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,1,2,9500,1,1,117.0,1,19,1,4,7,112.1,0,0,0,1,0,1,20,0,0,7,9.062468218179479,4.816168947131983,12.957349094904231,0,0,8,9.160400557436608,6.743095829129009,11.999719549171697,0,11.1,0.6,2.02,Enrolled,0.12,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,51,1,9147,1,1,99.0,1,3,1,3,3,99.7,1,0,1,0,0,0,22,0,0,5,8.26125789137113,0.0,0.0,0,0,5,6.716747337445691,0.0,0.0,0,8.9,1.4,3.51,Enrolled,1.0,High Risk,🔴,Immediate counseling session required!
1,1,1,171,1,1,136.0,1,3,37,2,8,121.7,1,0,0,1,0,0,18,0,0,0,0.0,0.4053091689456479,0.22351687992161123,0,0,0,0.3573696585640982,0.0,0.1000910319786011,0,9.4,-0.8,-3.12,Enrolled,0.49,Medium Risk,🟡,Schedule check-in within 2 weeks.
1,17,1,9853,1,1,138.0,1,38,38,7,6,124.7,1,0,0,1,0,0,18,0,0,6,10.62507650428359,2.901710753000701,12.926166568271224,0,0,6,9.962657885981324,5.1052785614662675,10.799447046867904,0,9.4,-0.8,-3.12,Enrolled,0.69,High Risk,🔴,Immediate counseling session required!
3,39,1,9003,1,1,170.0,1,1,37,6,6,170.0,0,0,1,1,0,0,47,0,0,1,1.1771373850838334,0.2934965780300407,0.0,0,0,6,0.127072067916986,0.35680689502099316,0.0,0,8.9,1.4,3.51,Enrolled,0.99,High Risk,🔴,Immediate counseling session required!
1,39,1,9085,1,1,130.0,1,37,19,9,7,130.0,1,0,0,1,0,0,28,0,0,5,12.496015548309442,4.592923774986183,11.06207492664349,1,0,5,10.89053537266069,3.825517803430491,10.81282179021892,0,12.7,3.7,-1.7,Enrolled,0.54,Medium Risk,🟡,Schedule check-in within 2 weeks.
1,1,1,9670,1,1,131.0,1,37,37,9,9,123.0,1,0,0,1,0,1,18,0,0,5,6.02456288137817,3.1679921398341158,11.425536838293693,0,0,5,5.983842555196503,4.282674856146287,12.964722202306948,0,7.6,2.6,0.32,Enrolled,0.3,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,44,1,9991,0,39,140.0,1,37,19,9,8,140.0,0,0,0,1,0,1,26,0,2,6,6.974165499536967,5.756709307166348,11.940941714713066,0,2,6,6.860931498358303,5.659676857212483,13.526544280925963,1,9.4,-0.8,-3.12,Enrolled,0.08,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,43,1,9238,1,1,143.0,1,1,37,5,9,126.6,0,0,1,0,0,0,21,0,5,10,18.1117194648895,8.318112621946977,11.222862393491264,0,0,6,11.784935788339354,4.63649425668929,10.039477277089803,0,9.4,-0.8,-3.12,Enrolled,0.82,High Risk,🔴,Immediate counseling session required!
1,1,1,8014,0,1,120.0,1,1,37,7,3,122.8,0,0,0,1,0,0,23,0,0,6,12.714270424857581,1.6108124471755472,9.692837271747148,0,0,5,11.995838120756048,0.8804119302719766,10.16452182017437,0,9.4,-0.8,-3.12,Enrolled,0.97,High Risk,🔴,Immediate counseling session required!
1,39,1,9500,1,1,120.0,1,1,3,175,121,105.9,0,0,0,1,0,0,35,0,0,3,4.134016817278408,2.7507637073584266,12.153860054353908,0,0,3,3.209029595523666,2.868651042304687,11.409344303030146,0,11.1,0.6,2.02,Enrolled,0.81,High Risk,🔴,Immediate counseling session required!
1,39,1,9556,1,40,130.0,1,1,1,4,5,145.0,0,0,0,1,0,0,25,0,0,7,9.608425133828415,6.902039835796474,12.085425730159729,0,0,8,8.540538611488309,8.085542970184608,13.566342205928349,0,15.5,2.8,-4.06,Enrolled,0.08,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,1,3,9500,1,1,125.0,1,3,1,4,4,119.4,1,0,0,1,0,0,19,0,0,7,10.189741798759954,5.784714039721067,11.984442937677997,0,0,7,7.983082070149856,7.03310706629587,11.38740046235086,0,12.4,0.5,1.79,Enrolled,0.09,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,16,1,171,1,1,145.0,1,3,3,3,3,155.0,1,0,0,1,0,0,24,0,11,17,18.953976773022365,11.128554574705312,13.10309354477196,0,9,13,15.29785041021758,8.955488540692041,13.392878146000784,0,12.4,0.5,1.79,Enrolled,0.18,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,1,3,9070,1,1,125.0,1,19,38,9,9,125.4,1,0,0,1,0,0,19,0,0,6,6.833970160619167,4.705921233507911,12.293118772165977,0,0,6,5.88317478902497,4.508266378105872,12.634471400328497,0,9.4,-0.8,-3.12,Enrolled,0.03,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,1,1,9773,1,1,127.0,1,37,37,9,8,123.2,1,0,0,1,0,0,18,0,0,6,12.006247279583135,0.9870208732140152,10.477057688913963,0,0,6,12.323094449395176,0.2503020033870411,0.05253083570705773,0,9.4,-0.8,-3.12,Enrolled,1.0,High Risk,🔴,Immediate counseling session required!
1,17,3,9070,1,1,116.0,1,37,37,9,9,110.8,0,0,0,1,0,0,18,0,0,6,6.327781811446648,6.083842915845427,11.654338440828074,0,0,6,6.204337677372081,6.209249629890055,12.123713453392387,0,7.6,2.6,0.32,Enrolled,0.01,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,1,1,9500,1,1,143.0,1,19,19,5,6,142.3,0,0,0,1,0,1,18,0,0,7,6.644880377070526,6.228706488854742,13.620564543236387,0,0,8,7.655108857069704,7.883762222073474,14.179884252435905,0,12.4,0.5,1.79,Enrolled,0.01,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,17,1,9070,1,1,123.0,1,4,37,2,9,113.9,0,0,0,1,0,0,18,0,0,6,7.898007101410001,5.826407408629502,12.23783531067131,0,0,6,5.790420375197775,5.65698843062178,12.696562684213093,0,15.5,2.8,-4.06,Enrolled,0.04,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,44,1,9003,1,39,140.0,1,37,37,9,4,140.0,0,0,0,1,0,0,24,0,0,6,9.587060276466929,6.221822400334446,11.437485573179734,0,0,6,12.395533953190407,5.074817540777799,13.432431363768064,0,12.4,0.5,1.79,Enrolled,0.22,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,1,1,9670,1,1,119.0,1,1,19,4,10,115.5,1,0,0,1,0,0,19,0,0,6,8.232611688884354,4.283256465329689,10.325522669727018,0,0,6,9.331405673747932,4.324392290183837,11.023909097352199,0,10.8,1.4,1.74,Enrolled,0.43,Medium Risk,🟡,Schedule check-in within 2 weeks.
1,17,1,9500,1,1,160.0,1,38,38,7,7,147.8,0,0,0,1,0,0,20,0,0,7,11.161884866924263,6.123966618384193,11.67681429768904,0,0,8,12.117552883681471,5.4871875671046295,13.188493155605958,0,15.5,2.8,-4.06,Enrolled,0.09,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,5,3,9085,1,1,141.0,1,1,19,7,5,128.8,1,0,0,1,0,0,19,0,0,5,8.686728858311684,2.7383080636276746,10.637288365899282,1,0,5,8.022714627795908,2.6682283322005707,12.885537285560996,0,7.6,2.6,0.32,Enrolled,0.64,Medium Risk,🟡,Schedule check-in within 2 weeks.
1,1,1,9853,1,1,132.0,1,2,19,4,4,125.0,1,0,0,1,0,0,18,0,0,6,8.877155760913725,5.140750110359092,12.855839352286244,0,0,6,7.265521687016051,5.0216590867464275,11.108151206401187,0,9.4,-0.8,-3.12,Enrolled,0.44,Medium Risk,🟡,Schedule check-in within 2 weeks.
1,1,1,9085,1,1,135.0,1,19,38,9,5,136.8,1,0,0,1,0,0,18,0,0,5,10.623259046757704,4.874260479291302,14.332456249980497,3,0,5,6.961138066372912,4.757233569065663,11.61964161716302,0,9.4,-0.8,-3.12,Enrolled,0.15,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,1,1,9853,1,1,123.0,1,1,38,9,6,121.6,1,0,0,1,0,0,18,0,0,7,11.958995645490429,4.789964047277035,12.335817196595668,0,0,7,8.451166951577738,5.8935012665604924,12.719619216763453,0,11.1,0.6,2.02,Enrolled,0.39,Medium Risk,🟡,Schedule check-in within 2 weeks.
1,1,1,9085,1,1,129.0,1,1,2,3,1,125.9,1,0,0,1,0,0,19,0,0,5,13.24926056569952,4.0211767049818254,12.446262939597762,2,0,5,7.928420596891389,2.9644442525818673,11.801171575035836,0,9.4,-0.8,-3.12,Enrolled,0.41,Medium Risk,🟡,Schedule check-in within 2 weeks.
1,42,1,9147,1,1,130.0,1,37,38,9,1,130.0,1,0,0,1,0,0,26,0,3,5,4.783605667107404,4.704579506816904,12.66450979467989,0,1,5,6.9608025462709335,2.222211401572128,12.548908442795302,0,9.4,-0.8,-3.12,Enrolled,0.67,High Risk,🔴,Immediate counseling session required!
1,43,1,9238,1,1,110.0,1,37,37,9,9,110.0,0,0,0,1,0,0,36,0,10,16,20.0,12.750263382350731,10.946057714424846,1,9,13,18.938432272479922,9.222876421500928,11.822917879741286,0,15.5,2.8,-4.06,Enrolled,0.31,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,1,2,8014,0,1,96.0,1,3,1,3,9,100.0,0,0,0,1,0,0,20,0,0,6,9.463726167085847,5.332997440004393,11.441733141317366,0,0,6,9.136547298187871,4.28274561480852,11.005396588807617,0,9.4,-0.8,-3.12,Enrolled,0.18,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,39,1,9003,1,1,133.1,1,37,37,3,8,130.0,0,0,1,1,0,1,30,0,0,6,6.445698899488609,0.09687283796761822,0.0,0,0,6,6.017278543870492,0.2598107401706615,0.0,0,11.1,0.6,2.02,Enrolled,0.96,High Risk,🔴,Immediate counseling session required!
1,17,4,9147,1,1,112.0,1,19,38,9,10,112.0,1,0,0,1,0,0,20,0,0,5,9.602016947644355,2.5750032060451025,9.75899172031159,0,0,5,8.611415470963635,3.8104532595284812,11.38736161855098,2,16.2,0.3,-0.92,Enrolled,0.48,Medium Risk,🟡,Schedule check-in within 2 weeks.
1,1,4,9500,1,1,136.0,1,1,1,9,1,133.0,1,0,0,1,0,0,19,0,0,7,7.985056042491391,4.746588590369741,14.294444253673877,0,0,7,7.84627166664127,4.291276163632106,13.90302285465802,0,7.6,2.6,0.32,Enrolled,0.25,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,17,1,9085,1,1,134.0,1,19,37,2,7,131.2,0,0,0,1,0,0,19,0,0,5,7.842428905596686,0.9690378856601077,11.400121345832746,0,0,5,6.270933031616618,5.08637971585476,11.102518514539362,0,7.6,2.6,0.32,Enrolled,0.28,Low Risk,🟢,No immediate action needed. Monitor monthly.
4,39,1,9991,0,1,130.0,1,38,19,9,7,148.0,0,0,0,1,0,1,31,0,0,5,11.260567516132859,3.878044748045842,11.190775596252525,0,0,5,10.612467056899138,4.12588623639227,10.567685949453285,0,13.9,-0.3,0.79,Enrolled,0.5,Medium Risk,🟡,Schedule check-in within 2 weeks.
2,51,1,8014,0,19,133.1,1,37,37,9,9,104.0,0,0,1,1,0,0,42,0,5,11,13.882004016430251,10.098278232378652,12.43239350942178,0,5,11,13.649567892790412,10.125147632216649,12.570651407034905,0,11.1,0.6,2.02,Enrolled,0.25,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,17,1,9853,1,1,125.0,1,3,3,3,3,116.6,1,0,0,0,0,1,18,0,0,7,6.830576991699383,6.72200355405262,12.083296032620773,0,0,7,8.12628805640462,5.797122788352765,12.94194737207198,0,8.9,1.4,3.51,Enrolled,0.44,Medium Risk,🟡,Schedule check-in within 2 weeks.
1,44,1,9085,1,39,140.0,1,37,38,5,6,140.0,1,0,0,1,0,0,21,0,2,6,15.557637348329786,4.714945703948293,12.711851726276173,0,1,6,15.330508530277916,2.5559903728028504,13.804661163675508,0,16.2,0.3,-0.92,Enrolled,0.74,High Risk,🔴,Immediate counseling session required!
1,43,1,9500,1,1,170.0,1,19,37,8,8,100.0,0,0,0,1,0,0,20,0,0,7,8.303100359338263,6.320872638847657,13.295883710828745,0,0,8,8.145068218780816,7.504055705576446,13.932667168117012,0,13.9,-0.3,0.79,Enrolled,0.08,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,1,1,9238,1,1,135.0,1,38,38,5,7,121.0,0,0,0,1,0,0,19,0,0,6,12.43860662499594,3.0095763885982687,10.014074751152377,0,0,6,11.938269056279212,3.2317196211819366,10.630343530849217,0,7.6,2.6,0.32,Enrolled,0.89,High Risk,🔴,Immediate counseling session required!
1,17,1,9853,1,1,134.0,1,1,19,4,5,122.5,1,0,0,1,0,0,22,0,0,6,10.40830296211498,4.763753298637947,13.29805065005069,0,0,6,8.367360522213744,5.1781777724471665,12.20129204761949,0,15.5,2.8,-4.06,Enrolled,0.33,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,44,1,9085,1,39,140.0,1,4,38,4,5,140.0,1,0,0,1,0,0,21,0,0,6,11.332456943267516,4.018877234269737,13.331693538120149,0,0,6,19.552500253464128,1.265119332375244,11.753575063377326,0,12.4,0.5,1.79,Enrolled,0.88,High Risk,🔴,Immediate counseling session required!
1,39,1,9500,1,1,150.0,1,1,19,5,3,140.0,0,1,0,1,0,0,26,0,0,7,11.495864212415741,5.569578744689139,10.892520737617573,0,0,8,13.05156636148645,5.4045378602011205,11.845606370945296,0,16.2,0.3,-0.92,Enrolled,0.29,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,17,4,9070,1,1,125.0,1,1,3,3,3,128.9,0,0,0,1,0,1,18,0,0,6,8.686399294326542,4.84406906387102,11.869801533752243,0,0,6,7.739686871852481,4.140234869132948,10.58385589835276,0,8.9,1.4,3.51,Enrolled,0.26,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,17,1,9254,1,1,136.0,1,37,37,7,7,121.7,1,0,0,1,0,0,20,0,0,6,12.747003310661443,2.5716808844400245,10.286981277763548,0,0,6,11.565806056434141,3.093889608505602,10.24570037685931,0,10.8,1.4,1.74,Enrolled,0.99,High Risk,🔴,Immediate counseling session required!
1,1,1,9773,1,1,120.0,1,38,37,9,9,114.8,1,1,0,1,0,0,19,0,0,6,11.016649675535671,4.299092376594781,12.780888190988122,0,0,6,11.223267610064303,2.9114321165610555,11.041135812048319,0,7.6,2.6,0.32,Enrolled,0.87,High Risk,🔴,Immediate counseling session required!
1,1,1,9254,1,1,128.0,1,19,38,9,9,127.0,0,0,0,1,0,0,19,0,0,6,6.290809932373398,6.6074685107006355,12.14513650428016,0,0,6,7.409293796250156,4.220836499171318,12.97690219194709,0,12.4,0.5,1.79,Enrolled,0.12,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,17,1,9147,1,1,116.0,1,38,2,9,2,112.2,1,0,0,1,0,0,20,0,0,5,7.6609694992118005,3.3956716927004327,11.536198253292252,0,0,5,11.926252366092653,2.110055663831603,10.36143745820467,0,10.8,1.4,1.74,Enrolled,0.91,High Risk,🔴,Immediate counseling session required!
1,17,1,9254,1,1,122.0,1,19,19,5,5,118.2,0,0,0,1,0,1,20,0,0,6,10.327060251217372,3.622677656080172,11.442948984178715,0,0,6,6.009567586121344,6.230591138261858,10.677256567333314,0,12.4,0.5,1.79,Enrolled,0.28,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,43,1,9556,1,1,147.0,1,3,4,3,2,100.0,0,0,0,1,0,0,18,0,0,2,1.6352654836906861,0.0,0.07472601201775023,0,0,4,3.9292679709033003,0.6614016243906142,16.512355718094458,0,10.8,1.4,1.74,Enrolled,0.89,High Risk,🔴,Immediate counseling session required!
1,43,1,9130,1,1,127.0,1,19,38,4,5,120.7,1,0,1,1,0,0,18,0,0,5,11.178883641520661,1.3946344235460115,11.581270949207797,0,0,5,9.632188693591074,2.548854973006825,11.744422569600193,0,12.7,3.7,-1.7,Enrolled,0.81,High Risk,🔴,Immediate counseling session required!
1,1,3,9254,1,1,122.0,1,19,38,3,10,114.3,1,0,0,1,0,1,20,0,0,6,7.987712388921435,4.961352676814684,13.217498872323443,0,0,6,8.713231347192936,5.013786222121322,12.577950081398495,0,12.4,0.5,1.79,Enrolled,0.07,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,1,3,9147,1,1,131.0,1,19,38,9,7,132.4,1,0,0,1,0,0,19,0,0,5,5.034396836220151,5.166138281091245,11.388799296234396,0,0,5,8.231672270157164,4.150308310221473,10.739141886242814,0,9.4,-0.8,-3.12,Enrolled,0.19,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,17,1,9238,1,1,148.0,1,1,1,4,9,129.8,0,0,0,1,0,0,20,0,0,6,10.957316583438809,4.9580856052375495,10.67156895772177,0,0,6,10.814046324603316,3.5471795217988804,10.472282298380888,0,15.5,2.8,-4.06,Enrolled,0.34,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,1,1,9853,1,1,133.0,1,1,38,5,10,131.3,1,0,0,1,0,0,20,0,0,6,9.178956787237285,5.517528424221434,14.517556459659563,0,4,8,8.223544393995068,7.698696989531929,12.88222413025408,0,15.5,2.8,-4.06,Enrolled,0.18,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,17,1,9238,1,1,128.0,1,38,19,191,175,118.6,1,0,0,1,0,1,21,0,0,6,7.464945681316782,5.034730138154,12.94862631818931,0,0,6,7.158990974717271,4.894327163231281,12.03008219714351,0,8.9,1.4,3.51,Enrolled,0.04,Low Risk,🟢,No immediate action needed. Monitor monthly.
1,44,1,9085,1,39,140.0,1,38,38,9,7,140.0,0,0,0,1,0,0,20,0,2,6,9.27827409491591,5.917410185869545,12.710185630897724,0,1,6,12.377723544835904,2.0820963056740545,13.250086949635737,0,13.9,-0.3,0.79,Enrolled,0.73,High Risk,🔴,Immediate counseling session required!
